title,subtitle,product_url,asin,image_url,is_sponsored,price,rating
Pilgrim Glitter Lipstick For Women 4.2gm | Dubai Luxe Lifestyle - The Khalifa Shade | Lipstick Infused with Vitamin E & Olive Oil | Glitter Formula With Matte Finish | Non Drying | All Skin Types,same as title,https://www.amazon.in/Pilgrim-Glitter-Lipstick-Women-Lifestyle/dp/B0DNQ3NWDX/ref=sr_1_20?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-20,B0DNQ3NWDX,https://m.media-amazon.com/images/I/51a7uia+rHL._AC_UL320_.jpg,False,₹439,4.0/5
"Swiss Beauty Non Tranfer Lipstick Long Stay & Smooth, Royal-Maroon, 3G Matte Finish",same as title,"https://www.amazon.in/Beauty-Tranfer-Lipstick-Smooth-Royal-Maroon/dp/B07T96KW9Y/ref=sr_1_21_sspa?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic,aps,435&sr=8-21-spons&aref=SA6WuxzZ9g&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1",B07T96KW9Y,https://m.media-amazon.com/images/I/51Ta3nEUgrL._AC_UL320_.jpg,True,₹299,3.9/5
Lakme 9 To 5 Primer + Matte Lipstick- Salmon Pink 3.6g,same as title,"https://www.amazon.in/LAKMÉ-Lipstick-Salmon-Pink-All/dp/B0CLRGLLSM/ref=sr_1_22_sspa?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic,aps,435&sr=8-22-spons&aref=3jLVdVvbSM&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1",B0CLRGLLSM,https://m.media-amazon.com/images/I/51Io1cY3FEL._AC_UL320_.jpg,True,₹378,4.0/5
"Maybelline High-Glossy New York Superstay Vinyl Ink Liquid Lipstick Lippy Instant Shine & Transfer Proof. Last Up To 16Hr, Enriched With Vitamin E & Aloe | 4.2Ml",same as title,"https://www.amazon.in/Maybelline-Lipstick-Enriched-Vitamin-SuperStay/dp/B0B9R5F73S/ref=sr_1_23_sspa?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic,aps,435&sr=8-23-spons&aref=iyyxtPsC7K&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1",B0B9R5F73S,https://m.media-amazon.com/images/I/51Rr4DPmL-L._AC_UL320_.jpg,True,₹466,4.0/5
"Maybelline New York SuperStay Matte Ink Liquid Lipstick - Enchanter 380, Highly pigmented, Transfer Proof & Fade Proof. Maybelline New York SuperStay Matte Ink Liquid Lipstick Lasts Up To 16Hr | 5ml",same as title,"https://www.amazon.in/Maybelline-Superstay-Matte-Brooklyn-Blush/dp/B09CLD61KG/ref=sr_1_24_sspa?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic,aps,435&sr=8-24-spons&aref=8TEbUuEUCH&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1",B09CLD61KG,https://m.media-amazon.com/images/I/51tH4dUKjUL._AC_UL320_.jpg,True,₹434,4.1/5
Staze 9to9 Gloss Lock 2-In-1 Liquid Lipstick | Lip Gloss For Long-Lasting Fuller & Plump Lips | Transfer-Proof&12h Long Stay With Intense Color Payoff | Lightweight & Comfortable | 05 I'm Happy | 7g,same as title,https://www.amazon.in/Staze-Long-Lasting-Pigmented-Lightweight-Comfortable/dp/B0DK3FT4WL/ref=sr_1_25?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-25,B0DK3FT4WL,https://m.media-amazon.com/images/I/51c-Re3Rl4L._AC_UL320_.jpg,False,₹409,4.0/5
"Maybelline New York Serum Lipstick (Matte) 8Hr weightless hydration, One-swipe bold color, Pink - 003 Open Late, 4.2g",same as title,https://www.amazon.in/Maybelline-Lipstick-weightless-hydration-One-swipe/dp/B0FPXBDMPW/ref=sr_1_26?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-26,B0FPXBDMPW,https://m.media-amazon.com/images/I/41t5lnuwKAL._AC_UL320_.jpg,False,₹500,4.9/5
SUGAR Cosmetics Glide Peptide Serum Lipstick with Hyaluronic Acid & Vitamin E | Velvet Matte Finish | Long Lasting & Pigmented | 1 Swipe Full Coverage | 4.2gm - 06 Moscow Mulberry,same as title,https://www.amazon.in/SUGAR-Cosmetics-Glide-Peptide-Lipstick/dp/B0DK77DKLD/ref=sr_1_27?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-27,B0DK77DKLD,https://m.media-amazon.com/images/I/61bSp++gfBL._AC_UL320_.jpg,False,₹400,4.4/5
"Swiss Beauty Pure Lustre Lipstick | High Shine Finish | Smooth Glide | With Olive Oil & Vitamin E | Hydrating | Shade- It's Bare, 3.8gm",same as title,https://www.amazon.in/Beauty-Lustre-Lipstick-Vitamin-Hydrating/dp/B0DM9FFB6P/ref=sr_1_28?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-28,B0DM9FFB6P,https://m.media-amazon.com/images/I/61bY9e7VXpL._AC_UL320_.jpg,False,₹314,4.1/5
"Elle 18 Color Pops Matte Lipstick, Code Red, Moisturising Bullet Matte, with Vitamin E, Highly Pigmented, Infused with Jojoba Oil and Shea Butter | 4.3 g",same as title,https://www.amazon.in/Elle-18-Color-Matte-Code/dp/B099K7QNDX/ref=sr_1_29?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-29,B099K7QNDX,https://m.media-amazon.com/images/I/51JkGKK3SnL._AC_UL320_.jpg,False,₹85,3.9/5
"Swiss Beauty Matte Long Lasting Stay Maxx Lip Crayon Lipstick | Matte Finish | Smudge Proof | Lightweight | Shade-Murphy Wine, 3.5g",same as title,https://www.amazon.in/Beauty-Lasting-Crayon-Lipstick-Shade/dp/B0F7LP881Q/ref=sr_1_30?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-30,B0F7LP881Q,https://m.media-amazon.com/images/I/61zq2q9MCpL._AC_UL320_.jpg,False,₹227,4.5/5
Mamaearth Moisture Matte Longstay Mini Lipstick with Avocado Oil & Vitamin E for 12 Hour Long Stay-08 Pink Tulip - 0.7 g,same as title,https://www.amazon.in/Mamaearth-Moisture-Longstay-Lipstick-Avocado/dp/B0DGX74RFZ/ref=sr_1_31?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-31,B0DGX74RFZ,https://m.media-amazon.com/images/I/51s1rfdCy8L._AC_UL320_.jpg,False,₹307,4.0/5
"Maybelline New York Serum Lipstick (Satin) 8Hr weightless hydration, One-swipe bold color, Pink - 108 Fit Check, 4.2g",same as title,https://www.amazon.in/Maybelline-Lipstick-weightless-hydration-One-swipe/dp/B0FPX92FFK/ref=sr_1_32?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-32,B0FPX92FFK,https://m.media-amazon.com/images/I/412sjjlczJL._AC_UL320_.jpg,False,₹500,4.9/5
"Maybelline New York Superstay Teddy Tint - Lip and Cheek Color - Coffee Date, 5ml",same as title,https://www.amazon.in/Maybelline-York-Superstay-Teddy-Tint/dp/B0F6T8HPZX/ref=sr_1_33?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-33,B0F6T8HPZX,https://m.media-amazon.com/images/I/51Y1lhjET5L._AC_UL320_.jpg,False,₹601,3.8/5
"L’Oreal Paris Infallible Matte Resistance Liquid Lipstick- 635 Worth It Medium, 5ml",same as title,https://www.amazon.in/LOreal-Paris-Infallible-Resistance-Lipstick/dp/B0D6Y4MDLY/ref=sr_1_34?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-34,B0D6Y4MDLY,https://m.media-amazon.com/images/I/514ONnSumLL._AC_UL320_.jpg,False,₹749,4.2/5
"Parul Garg Beauty Ultimate 10-in-1 Mini Silk Matte Liquid Lipstick Set for Indian Skin Tone | Long-Lasting, Transfer-Proof | Perfect for Gifting & Special Occasions | Pack of 10, Multicolor",same as title,https://www.amazon.in/Parul-Garg-Multicolor-Long-Lasting-Transfer-Proof/dp/B0F9SRTPT3/ref=sr_1_35?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-35,B0F9SRTPT3,https://m.media-amazon.com/images/I/81RfyKcxMEL._AC_UL320_.jpg,False,₹990,4.3/5
MARS Queen of Mattes Lipstick Valentine Gift Items Box Set (3 x 4.5 ml) (BROWNS) | Smudgeproof & Transferproof | Intense Swipe Pigmentation | Long-Lasting Wear,same as title,https://www.amazon.in/MARS-Transferproof-Pigmentation-Long-Lasting-Customizable/dp/B0DSKWHFXS/ref=sr_1_36?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-36,B0DSKWHFXS,https://m.media-amazon.com/images/I/71KRRnZs1cL._AC_UL320_.jpg,False,₹429,4.4/5
MARS Plush Velvet Creamy Matte Lipstick for women | Smooth Glide | One Swipe Pigmentation | Non-Drying and Creamy Formula | Rich and Vibrant Color | 3.2 gm | (16-Dark Magic),same as title,https://www.amazon.in/MARS-Pigmention-Non-Drying-16-LS15-Dark-Magic/dp/B0CQYW97T6/ref=sr_1_37?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-37,B0CQYW97T6,https://m.media-amazon.com/images/I/51XN3wnLxYL._AC_UL320_.jpg,False,₹179,3.7/5
"Biotique Natural Makeup Magicolor Lipstick, Cookie Crumble, 4g",same as title,https://www.amazon.in/Biotique-Natural-Makeup-Magicolor-Lipstick/dp/B083PCHFTN/ref=sr_1_38?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sprefix=lipstic%2Caps%2C435&sr=8-38,B083PCHFTN,https://m.media-amazon.com/images/I/61WOEfXD9xL._AC_UL320_.jpg,False,₹69,3.7/5
SUGAR Cosmetics Mettle Satin Lipstick | Highly Pigmented & Silky Matte Finish | Creamy Texture | Mango Butter Infused | 2.2 gm - 07 Gabriella (Soft Dusty Nude/Nude Pink),same as title,https://www.amazon.in/SUGAR-Cosmetics-Mettle-Satin-Lipstick/dp/B082VY9Q3X/ref=sr_1_39_in_f3_0o_fs_mod_primary_alm?crid=1UPZEIOSR28PW&dib=eyJ2IjoiMSJ9.UEw53yhaVFJXiA5LPFzTnEFzcY2v-EGtKdBv6LzJIPvcujo__TNYbridLeAJ5Z1ZcWUASBhsl9EA1LSl4d91cbsoUI6o19irI7mPZ4LEyAcasbR5XJXiSfj6dIi9orvXMAs7TKm_QyIffIQTjj7W-mZOUK1HF6In0gOF-TfktFmCyGJOWOvHn8syzQVddyqf2mdRXC4qkhH_zgcye-ooVwCtnuLSca2QWrKv43AfbHE0SzQ1bMv9er7ycvtLid673ui3DCH4pXS3oNRYAl3abD6sVnuWhTLIAnLmHZ_hO0Y.oGJL7N4bwMH8XLzHaMss_jCL7Z7OSheZzHbt61ZBRto&dib_tag=se&keywords=lipstick&qid=1770730019&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sprefix=lipstic%2Caps%2C435&sr=8-39,B082VY9Q3X,https://m.media-amazon.com/images/I/51q5dN7otDL._AC_UL320_.jpg,False,₹803,4.2/5
